,F010101A,F010201A,F010401A,F010701B,F010801B,F011201A,F080501A,F080601A,F081001B,F081101B,F081201B,F081601B,F082201B,F082701A,F060101B,F060301B,F050101B,F050201B,F050301B,F050401B,F050501B,F050901B,F053201B,F053301B,F051301B,F051701B,F053401B,F052101B,F053202B,F040101B,F040201B,F040401B,F040501B,F040801B,F041201B,F041401B,F041701B,F041801B,F070101B,F070201B,InternationalBig4,TotalAuditFee,ContrshrProportion,Mngmhldn,Boardsize,IndDirectorRatio,SupervisorSize,Y0301b,Y0501b,ChairmanHoldsharesRatio,ManagerHoldsharesRatio,Y1001b,LargestHolderRate,TopTenHoldersRate,IsDisclosingEvaRep,IsValid,IsDeficiency
F081201B,0.005529649208909404,0.004914481616140572,0.00470113270934783,0.0012865982545728427,0.0046063148074158055,-0.002578425570044919,0.00025217679928232984,0.020019406712382695,0.06081719912414591,0.19121713472382385,1.0,0.0011342106152066312,8.39028561252312e-05,0.004809982018863398,-0.0015102047821185691,-8.01122848291509e-05,0.01754592707883234,0.017124009764073883,0.013061137009049104,0.00470514082592236,0.008078932136411428,0.0004038286043314801,0.010291658693569556,0.010094171183283622,-0.010094171183283753,-3.481157436235086e-05,8.911310112171236e-05,0.03262412635076814,6.718086838804175e-05,-0.013665765380282708,4.524139330856621e-05,0.0002092043586550016,9.306948682738118e-05,9.225699418153701e-05,-0.0017090296367437256,-0.000692350336091,-0.001796517333607364,-0.0008194240914353131,-0.00030527780051176306,2.2077521886993906e-05,-0.004478996695831163,0.0006649557970314426,0.0022722279631976184,0.006368603134992773,0.005388570292956309,0.00035236347865713353,-0.008590774755767562,-0.0005770899992355662,-0.004206041226953786,0.006243587987656034,0.005773598689915815,-0.003931294370174582,0.003637485706082004,0.010756332155105271,0.0020691207287519744,-0.02101546040971898,0.017692746403059262
F081601B,-0.0009946795385391762,-0.0005517213675339688,0.0013360349359781392,-0.00011115660898198254,-0.001203338020192745,0.000429670189493551,7.526335299994905e-06,0.0030670349632833027,0.0009348463470529228,0.0003919732045057937,0.0011342106152066312,1.0,-4.7061215743518444e-05,0.001042234733054076,5.609766070340681e-06,3.271944386745258e-05,0.0008522255142507034,0.0005386097937066677,0.0015701535577377502,0.0008064285793919567,-0.00024229160172024804,-0.0012298286544080118,0.0008164959238175047,-0.002487509177327478,0.002487509177327407,-0.00013480201474765858,-1.5979260215898092e-05,0.0014216111363873388,-4.002964384612031e-05,-0.0010475633610147138,-4.51568722951702e-05,0.00010061356804626361,-4.771553833287216e-05,-6.321512429652523e-05,0.004825729277990166,-8.671950358702028e-05,-0.003352098916545028,-0.000114189493172995,-8.553123652810154e-05,-4.872631332974479e-05,0.001122018644562732,0.0010319016529225793,-0.006524533200261275,-0.00397668400989286,-0.005781254939937256,0.006065893903678692,0.00018982995458758262,0.00015536944490455193,0.00018125308752328764,-0.0036138363807525758,-0.0026553163645004624,0.0031490711913255906,-0.005393429511020693,0.0017964445913313098,-0.0006606208630220463,-0.0005637922759693477,-0.007447445447191244
F082201B,-0.0030953365437613335,-0.0029920473548459736,-0.0023794965363249,-0.00013882563054135201,-0.0013423529794251896,0.001815632874185816,0.9996476528663931,0.5771887753588919,8.818891198935802e-05,5.801491024450609e-05,8.39028561252312e-05,-4.7061215743518444e-05,1.0,-0.00018599277910053935,0.00011309792785303872,5.310211419078048e-05,-0.00018600105060213426,-0.00012199814793277183,0.00016105927698908056,4.544974049092603e-05,0.0008405816450043151,2.382285058534341e-05,0.001025011802923514,-0.001549884866020379,0.001549884866020336,-9.846251262614883e-05,-4.4150589598321035e-05,0.00015861380492442653,-3.251368844943883e-05,-0.0012474842759511945,-4.5157832928475596e-05,1.3631053670446233e-05,-6.500289841962433e-05,-5.5333623519523726e-05,-0.002346785320712512,-0.0003094379206167369,-0.0036649265897596597,0.0008314281810606684,-7.595504163540122e-05,-8.517973091612868e-05,0.0014158645212396755,-0.0010732791852098842,-0.002926083437400689,-0.0033782012624280823,7.859704949551579e-05,-0.0007688605445291257,-0.0023724177226947343,-0.004257169089499045,0.004627358526177468,-0.00350350802947308,-0.0027526599419829723,0.0036881778479039237,-0.0025180341170334694,-0.004261127606462431,-0.0009787628109953414,-0.0006525494241016926,-0.0036975433619589556
F082701A,0.05049271806152932,0.05436295944850947,0.07277106831235437,0.0007639991769196275,-0.004868861256176652,-0.044126580938289466,0.0007180829506559993,0.3468141470629752,-0.0008472329842067541,0.0017655817748027335,0.004809982018863398,0.001042234733054076,-0.00018599277910053935,1.0,-0.001175332020293109,-0.00487137662307152,0.08278912378663819,0.08687298934879896,0.06965567101124635,0.009829025250602636,0.006173984361942449,0.0008803822432819695,0.028365032937244027,0.025584699906722515,-0.025584699906722554,0.003122905026639749,0.005782554678198503,0.032875905209226945,-0.0005286764421340605,-0.0025546315625517273,-0.00021932251885542367,0.007015829259204801,-0.00033407320900661377,-0.000717747157829525,-0.01701030789751044,-7.972933361555668e-05,-0.010291795167558005,-0.0037663998272472517,-4.851910158914212e-05,-0.00046818127658395433,-0.006500273471038544,-0.006087307279897082,0.007140293850236192,0.02629173446729914,-0.004679033291109539,-0.0005584160181730249,-0.008963072863372662,0.02981944352790391,-0.012331079056774776,0.025632207902148343,0.028494106922208884,-0.019867885076738732,0.004403047052811422,0.03260849132063427,0.001967046534242849,-0.031410194810002054,0.015696394299044895
F060101B,-0.009892648318757465,-0.008025884697662742,-0.0020778734281290596,-0.0005203826058541456,0.021412260159531047,0.0009169879983856099,9.998152051475801e-05,-0.007824507906419087,-0.0007681223680668673,0.00043117927536590343,-0.0015102047821185691,5.609766070340681e-06,0.00011309792785303872,-0.001175332020293109,1.0,0.0002075598364160789,-0.002284388522900341,-0.0023092615251193694,-0.0009884695205861498,-6.651758920783688e-06,-0.00031335626319698134,-0.005842928664232342,-0.0007154799299188464,-0.0075770897460795995,0.007577089746079584,-0.00022590363291857902,-0.00012011676059698538,-0.0033580020766860934,-8.446311439235213e-05,-0.008469205883160975,0.006069134489865202,-0.001701560503245994,6.689617722237452e-05,0.00010467851261897148,0.01066857315193594,-0.0020983271021382485,-0.0016968201561615506,0.0012068849406819359,0.006973700797466829,0.002480848366895973,-0.003666236159781783,0.004798268896653334,-0.005649088052834242,-0.01009670994571453,0.012656817180157338,-0.004969822404253673,0.012525786978436239,-0.019357425365375262,0.00947678283504152,-0.008599028276864746,-0.006600239005428671,-0.00018436078730531402,-0.0036409101098589685,-0.0040460467933753005,0.0014262265515123053,-0.001780995562499057,-0.0033065693480105363
F060301B,-0.06452023922894168,-0.07140218497216698,-0.09726433934161069,0.001040618337791128,0.030065443515304845,0.0025285845362878604,5.321040808542638e-05,-0.017961904026424107,-6.318984831845405e-05,-5.304943182823412e-05,-8.01122848291509e-05,3.271944386745258e-05,5.310211419078048e-05,-0.00487137662307152,0.0002075598364160789,1.0,0.004282174815238041,0.003912831292253689,0.0033673060912298314,0.0002948683689330934,0.001356585563369338,-1.6460414790518036e-05,0.0018660003214250717,-0.014778143902076525,0.014778143902076582,-0.9098875046438427,-0.9988713085548635,0.010138351672675152,2.597660277898989e-05,-0.005306735292710753,4.852539285637973e-05,-0.8322615827026233,6.919864114740891e-05,6.038624846798143e-05,0.00840221187560103,0.00031892926126547255,0.008707130045585569,0.001082197468581175,0.00017952863778176485,8.865579429019763e-05,0.00027941481035331496,0.0011720593531442905,0.001330763497370085,0.0014195110382220777,-0.0023755360024101655,0.00239187343490841,0.0026014884061606033,-0.003570919667390659,0.0029081721721780367,-0.007980512412974674,-0.011484205614748893,0.009346003438591205,0.003857750906311301,0.0038714691406823757,0.0010047704795546981,0.0005787519455461051,-0.0013971201014313232
F050101B,0.035561384921662886,0.03275352992721597,0.026498270209710455,0.012997578679196969,0.10950210214552046,-0.6523322812882475,-0.00015246571188764216,0.04855238037434847,0.019180831876878753,0.01486174874103284,0.01754592707883234,0.0008522255142507034,-0.00018600105060213426,0.08278912378663819,-0.002284388522900341,0.004282174815238041,1.0,0.998000539766873,0.8843952386471466,0.25675901376902505,0.11089944058063426,-0.001208162710227556,0.3212268620065703,0.12599233073545366,-0.12599233073545366,-0.005878186600006219,-0.004110541137526125,0.2972969951914808,-0.004396089639061436,-0.0451806003391774,-0.00013614352929001866,-0.01433742335392581,-0.0024278793952148326,-0.004252407148127396,0.029617082277291068,-0.003940155565635666,0.06440564386119994,-0.006849323733030042,-0.0021620651138138246,-0.0021052760229427056,-0.000618344544157038,-0.009863230259350422,0.046097364616940945,0.006441420211078314,0.033687983739720546,-0.021862933028739,-0.01549701108012443,0.0537827470924445,-0.027829536002077188,0.0042804460324990775,0.003175213798921915,0.018375301253999075,0.039510710180990574,0.07624214631099648,0.00033003008130366355,-0.14695825452850242,0.06307557107582284
F050201B,0.044536589476736915,0.04161715872174548,0.03452606095880758,0.012558686502138827,0.10365686639222856,-0.6638044039613091,-7.600532613398665e-05,0.05088971850122684,0.019137776358800564,0.015075961488031355,0.017124009764073883,0.0005386097937066677,-0.00012199814793277183,0.08687298934879896,-0.0023092615251193694,0.003912831292253689,0.998000539766873,1.0,0.8828531310442701,0.2629441431726722,0.10760924970702794,0.0014636173290957996,0.31939953270116933,0.12590167090441676,-0.12590167090441712,-0.0053149564418652345,-0.0037616347875959995,0.2948664482885543,-0.004137215808654865,-0.044492283722446076,-5.15928535091614e-05,-0.013771665190950001,-0.0023156426791348123,-0.0043811204151352956,0.016752750560592267,-0.005328439149422786,0.05267230593639039,-0.009166768658652923,-0.002867071119537942,-0.0014455793205600325,-0.0007705664903971606,-0.011652801768434131,0.04672098761843605,0.014712211911849262,0.02918962491519541,-0.02042900635962163,-0.016956780485120556,0.05368973791608677,-0.02722316053397716,0.01129460138639666,0.009046185504255908,0.012766384361449203,0.03841168226135118,0.07541159211498973,-0.0007369646634074294,-0.15175818404781116,0.0628628069516366
F050301B,0.025388251226697637,0.02363882649106272,0.020996932245740167,0.012771293456327057,0.0814571181300551,-0.5070842705224048,0.0002027512351846076,0.039381565397298424,0.01563687254093085,0.011677866985617834,0.013061137009049104,0.0015701535577377502,0.00016105927698908056,0.06965567101124635,-0.0009884695205861498,0.0033673060912298314,0.8843952386471466,0.8828531310442701,1.0,0.12281851888939255,0.08289969327807419,0.0005597824517700684,0.3863928115316871,0.09642887037527148,-0.09642887037527152,-0.0035965961003816813,-0.0029503684241818885,0.30008617130841997,-0.0025400824307283748,-0.037064914302113304,0.00021225297826803736,-0.011943844325141444,-0.001514805071854228,-0.0026132987011467297,0.027431373291880584,-0.003832318499269872,0.028844704003400227,-0.00751169861815445,-0.0014348795560366035,-0.0008164598494865789,-0.008455641504709607,-0.0016957312694596066,0.04876950037692919,0.008717311570521358,0.037298252536828114,-0.01775793481088015,0.0024116761008981117,0.039287794512769834,-0.021094126990434402,0.00648636655862154,0.004470353839056488,0.010682834637415858,0.045256391499250405,0.07190394066230198,0.0014499415559451002,-0.14296710553801079,0.0445287252493887
F050401B,0.002966040883935145,0.001863706567714323,0.005024659235687555,0.0012480562322629886,0.01193365311303372,-0.08635687968071828,7.440698639075852e-05,0.025600789078834126,0.004643381644655846,0.004178164895402019,0.00470514082592236,0.0008064285793919567,4.544974049092603e-05,0.009829025250602636,-6.651758920783688e-06,0.0002948683689330934,0.25675901376902505,0.2629441431726722,0.12281851888939255,1.0,0.021055136890394226,0.00017542781307410658,0.025643175186097697,0.01360976812869317,-0.013609768128693175,-0.0003122329465116568,-0.00025525867837248656,0.06281629041666727,-7.99487813711227e-06,-0.030294325634596615,8.684487430814235e-05,-0.0010459953523598243,0.00016384422203106127,-0.0029125902749375728,0.005611499562237883,-0.12859630057991048,0.006277949256451923,-0.0001413548052150563,0.00019140121963113544,6.221816734155269e-05,-0.002200718125661998,-0.0011678482647952983,0.01294196144932267,0.005248378689370983,0.000422883306729189,-0.001009500037900029,0.0027482506702388005,0.009758494411411496,0.00819435320051677,0.004870523285358335,0.003940144943480884,-0.004626284835353735,0.00924893012971495,0.00557681808869727,-0.000198334222931597,-0.0455440818972912,0.017895301747266744
F050501B,0.015735986274394327,0.01429004613582448,0.012778107948323928,0.0028006374051992894,0.03007201124816302,-0.013629827288516933,0.0008632002889255311,0.021808839864596502,0.009658115408628123,0.004900864219598451,0.008078932136411428,-0.00024229160172024804,0.0008405816450043151,0.006173984361942449,-0.00031335626319698134,0.001356585563369338,0.11089944058063426,0.10760924970702794,0.08289969327807419,0.021055136890394226,1.0,0.0009725433481219706,0.041729918861133065,0.026942600256130045,-0.026942600256130107,-0.0012534878207258124,-0.001741533138817017,0.09102524284280583,-0.0012577036422947772,-0.03532795296514012,7.11516762688629e-05,-0.011685746854585462,-0.0007068130879415065,-0.006646650793698287,0.005865089538325411,-0.003416254119738912,0.014376814968234383,0.16861469971972365,-2.38198750046717e-05,-0.00022733291204948705,-0.0019047820226855963,-0.004182695675844879,0.018408000776404976,0.005335974315865457,0.008503500541232197,-0.013538869633222659,-0.0034276509570351785,0.021263845260360712,-0.009833425817657173,0.001595564378604812,-7.1018384661095365e-06,0.0025373574330281507,0.013689099803129953,0.021883769346286504,-0.0009226019340292307,-0.10035871001859051,0.031327804368165235
F050901B,0.013575406833694103,0.013942286558171283,0.009588781143454368,-0.0007803937495182091,-0.0009082112613501996,-0.0038549483948759865,2.2172569081061033e-05,0.002170231507378848,0.0001967074832383771,0.01464812233112511,0.0004038286043314801,-0.0012298286544080118,2.382285058534341e-05,0.0008803822432819695,-0.005842928664232342,-1.6460414790518036e-05,-0.001208162710227556,0.0014636173290957996,0.0005597824517700684,0.00017542781307410658,0.0009725433481219706,1.0,-0.0006951563688031187,0.001275689143973866,-0.0012756891439738738,0.00012571919685148538,1.773344563343381e-05,-0.0010982026586906228,-5.695960945441292e-06,0.011980301739121731,-0.0006455685092411956,-0.0013201316471419474,-0.0008838500900026522,-0.0003593284716148421,-0.01478393293940577,-0.0004563183228642421,-0.006862151690950124,-0.0014301771259813793,-0.08786036870774212,0.0009508812874526377,0.010708940245395615,-0.012114903540453172,-0.0028669538497635926,0.018847347162735673,-0.010726945890627913,-0.0018365741871070895,-0.02302208899845694,0.020410899610020714,-0.012906208392175265,0.01236779051778164,0.009289109577450645,-0.007424580272984171,-0.014194556790973051,0.0061282141431337886,-0.006580916874032965,0.014842958251546478,0.006929698798070432
F053201B,0.01797724795379679,0.016806242871079645,0.014460921302368855,0.005495617568188236,0.036438333141752245,-0.14489696037446684,0.0011294481993996293,0.03224241952764345,0.010578458586229666,0.006589744303504053,0.010291658693569556,0.0008164959238175047,0.001025011802923514,0.028365032937244027,-0.0007154799299188464,0.0018660003214250717,0.3212268620065703,0.31939953270116933,0.3863928115316871,0.025643175186097697,0.041729918861133065,-0.0006951563688031187,1.0,0.06305683119418924,-0.0630568311941894,-0.0022804567759643966,-0.0017256766111371378,0.14574846641685194,-0.002198301805358294,-0.032030304925413026,-9.666439729010062e-05,-0.00850365567609428,-0.0015642634363323075,-0.00833408001603091,0.01272693721184771,-0.0029067906673443953,0.026782880735133845,-0.005115383885377763,0.0001763763301484703,-0.0009240823989012006,-0.006566906065275004,-0.00042458115969204945,0.04116597631780867,0.011317380648463857,0.022290872112265193,-0.017568031479841026,0.002135168425703146,0.013083265039580242,-0.008608013121090058,0.011090944382410919,0.009269476456935807,0.001339246826652386,0.037276972543191705,0.0561378259729406,0.004531193824790244,-0.10483531776657476,0.03223493657824906
